FastAnswId	ShortAnswer
10574	Чтобы отремонтировать машину и технически обслужить, можно заключить договор со специализированной организацией.В договоре нужно указать перечень услуг, срок их оказания ицену. Рекомендуем прописать ответственность сторон за ненадлежащее выполнение обязанностей по договору.
440966	Для проведения проверки сотрудники территориального отделения ФСС затребуют от плательщика страховых взносов копии документов, которые необходимы для проверки. Такие как: расчетно-платежных ведомостей, договоров ГПХ, документов, необходимых для оформления пособий, табелей учета рабочего времени, трудовых книжек, документов о расследовании несчастных случаев на производстве и профзаболеваний, материалов специальной оценки условий труда и т. п. (п. 1 ст. 26.18 Закона от 24.07.1998 № 125-ФЗ).
444989	Есть три принципиально разных цели бюджетирования – подготовить безопасный сценарий, обосновать финансовую политику или максимизировать финансовые результаты.
503039	Трудовые отношения могут возникнуть и без заключения трудового договора. Договор, который не оформили в письменном виде, считают заключенным, если новичок фактически приступил к работе с ведома или по поручению работодателя или его уполномоченного представителя (ч. 2 ст. 67 ТК).
486877	Состав расходовна благоустройство и озеленение в налогом законодательстве не определен. Что можно включить, как обосновать расходы и отразить в бухучете и налоговом учете, –в рекомендации.
507923	Начисление амортизации впериоде капитальных работ зависит отихпродолжительности. Если работы непревышают 12месяцев, тоамортизацию поосновному средству продолжайте начислять. Так же поступайте ивслучае, когда работы длятся более 12месяцев, ноосновное средство продолжает использоваться вкоммерческой деятельности.Еслиже работы проводятся более 12месяцев иосновное средство неиспользуется вдеятельности, приносящей доход, тоначисление амортизации понему приостановите.
7299	Используйте памятку при планировании отпуска в графике отпусков, чтобы напомнить сотрудникам о том, как планировать ежегодные оплачиваемые отпуска в графике отпусков, а также разделять их на части.
502244	За I квартал 2023 года отчитайтесь о взносах на травматизм по форме ЕФС-1. Сведения о взносах укажитев разделе 2 формы ЕФС-1. Этот раздел заменил форму 4-ФСС (постановление Правительства от 31.10.2022 № 245п). В рекомендации — образцы заполнения отчета, кто, когда и какего должен сдавать, как подать уточненку.
502838	Постраховым взносам в2023 году нужно отчитываться вдва ведомства. ВИФНС сдавайте РСВ иперсонифицированные сведения офизлицах непозднее 25-го числа месяца после отчетного периода. ВСоциальный фонд подавайте форму ЕФС-1с разделом2повзносам наслучай травматизма непозднее 25-го числа после отчетного периода.
39797	Бухгалтерская справка нужна, чтобы верно определить сумму сверхнормативных суточных, с которой нужно заплатить взносы и НДФЛ. Справка также поможет не перепутать дату, на которую нужно определять доход в виде суточных.Справку оформите в произвольной форме с обязательными реквизитами первичного документа. В справке приведите расчет суточныхисходя из фактически выданной суммы и по норме. Рассчитайте сумму сверхнормативных суточных. С этой суммы нужно начислить страховые взносы и удержать НДФЛ.
470627	Додаты завершения присоединения предшественник составляет заключительную отчетность. Ееназывают еще последней годовой отчетностью. Правопреемник никакие вступительные балансы неформирует, отражает результат присоединения после завершения реорганизации втекущем году ипоказывает вгодовой отчетности вместе сосвоими финансовыми показателями— в особом порядке. Подробнее— вэтой рекомендации.
439920	Счет-фактуру от имени организации подписывают руководитель и главный бухгалтер. Но сделать это вправе другие лица, которым предоставлены такие полномочия приказом или доверенностью.Уполномоченных лиц может быть несколько, это могут быть любые сотрудники организации или те, кто в ней не работает. Например, сотрудник централизованной бухгалтерии или аутсорсинговой компании. Подписи уполномоченных лиц в счете-фактуре должны быть расшифрованы.
465690	Порядок учета выкупа лизингового имущества улизингодателя зависит оттого, что прописано вдоговоре аренды. Например, когда происходит выкуп– вконце срока лизинга или досрочно. Также будет иным бухучет– когда выкуп ранее небыл предусмотрен договором. Обо всем этом читайте врекомендации.
464733	Инвойс –счет оплаты поиностранным поставкам, аналог отечественного счета на оплату. Форма его может быть любой, но часто используют формуляр-образец унифицированного счета изРекомендацииЕЭК ООН от 01.09.1983 № 6 (ECE/TRADE/148).
45936	Срок исковой давности может прерываться сколько угодно раз. Ограничений в законе нет. Если должник неоднократно признавал свой долг, то срок исковой давности прерывался после каждого такого признания.
504342	Когда понадобится: чтобы заполнить пояснение строки 1210 «Запасы»бухгалтерского баланса с учетом требований ФСБУ 5/2019
136	ХарактеристикаПроизводственная характеристика – это официальный документ, который составляет и выдает руководитель организации работнику для дальнейшей его передачи по месту требования. Скачайте образец характеристики.
427788	Когда уобщества несколько участников, решение уменьшить уставный капитал они принимают наобщем собрании. Поумолчанию проголосовавших «за» должно быть неменее 2/3 отобщего числа. Иное соотношение участники могут прописать вуставе общества. Еслиже вобществе единственный учредитель (участник), торешение уменьшить уставный капитал онпринимает единолично.
497118	Утвердите план-график втечение 10рабочих дней после того, как доведут лимиты бюджетных обязательств. Составить план-график заказчик вправе додоведения лимитов, аутвердить иразместить в ЕИС— исключительно после. Правила из постановления №1279 приравняли два действия— когда заказчик утверждает план-график икогда подписывает ЭЦП.
45791	Ежемесячные премии нужно учесть при расчете отпускных, если их прописали в трудовом (коллективном) договоре или локальном нормативном акте, например, в положении об оплате труда. При этом не все выплаты, предусмотренные локальным нормативным актом, являются частью системы оплаты труда. Премия, которая учитывается в среднем заработке, должна быть разновидностью вознаграждения за труд (п. 2 положения, утв. постановлением Правительства от 24.12.2007 № 922).
483909	Российские организации и ИП обязаны выполнять функции налоговых агентов по НДС при покупке у иностранной компании электронных услуг, место реализации которых – Россия. Кроме того, расширили перечень операций, которые не признаются объектом обложения НДС и облагаются НДС по нулевой ставке. Также уточнили порядок выставления электронных счетов-фактур по госконтрактам. Все изменения по НДС с 1 октября 2022 года – в таблице.
483735	Срок сдачи декларации поНДС заIII квартал 2022года: 25октября 2022года.Куда сдавать: вИФНС.Форма: неизменилась. Скачать бланк >>. Образцы заполнения для разных случаев можно скачать ниже.Кто сдает отчет: организации иИП наобщей системе, посредники– плательщики НДС или налоговые агенты. Организации иИП наспецрежиме, которые вIII квартале выставили счет-фактуру свыделенной суммой НДС.
453637	Когда счет заблокирован или на нем нет денег, покупатель вправе оплатить товары, работы и услуги через третье лицо. Это возможно, если в договоре не указали, что должник обязан лично исполнить обязательство. Кредитор в свою очередь обязан принять погашение долга. В рекомендации – как отразить такую оплату в учете должника-покупателя, кредитора-продавца и третьего лица.
466431	В составе нематериальных активов при определенных условиях можно учесть объекты интеллектуальной собственности, а также деловую репутацию организации (п. 4 ПБУ 14/2007). В частности:изобретения, промышленные образцы, полезные модели;компьютерные программы;программное обеспечение и компьютерный дизайн длясайтовв интернете;товарные знаки и знаки обслуживания;секреты производства (ноу-хау);селекционные достижения (например, выращенный сорт растений или выведенную породу животных).
467651	Если суд уже взыскал основной долг, то до подачи иска о взыскании неустойки придется заново направить претензию (п. 15 постановления Пленума Верховного суда № 18).
501493	Если применяете унифицированную форму табеля учета рабочего времени, товвыходные ипраздничные дни, когда привлекли сотрудника кработе, проставьте буквенный код «РВ» или цифровой «03». Также укажите количество часов, которые сотрудник фактически отработал вэти дни.
485589	Заявление составляют по форме № Р26001, утвержденной приказом ФНС от 31.08.2020 № ЕД-7-14/617@. Этот же приказ устанавливает требования к заполнению заявления. Заявление не надо заверять нотариально, если предприниматель подписывает ЭЦП или подает лично.
507180	Некоторые организации должны ежегодно проводить аудит бухгалтерской отчетности. В каких случаях аудиторские проверки обязательны, кто их может проводить и какая ответственность за уклонение от аудита – в рекомендации.
508169	Если забыли заполнить какой-то из разделов отчета СМП или нарушили срок размещения, ответственному сотруднику выпишут штраф. Штрафы предусмотрены статьей 7.30 КоАП.Смотрите в таблице, на какую сумму могут оштрафоватьза ошибки в отчете.
3727	Считайте срок давности отдельно по каждому платежу. Отсчитывайте давность со следующего дня после даты платежа. Например, если арендатор обязан вносить арендную плату ежемесячно не позднее 5-го числа текущего месяца, то сроки исковой давности по платежам за апрель и май текут с 6 апреля и 6 мая соответственно.
505206	Уведомление сдавайте винспекцию поюридическому адресу организации иместу жительства ИП. Если уорганизации есть обособленные подразделения, можно составить одно общее уведомление иотразить сведения обо всех начислениях налогоплательщика— поголовному офису ивсем обособкам. Также можно подавать отдельные уведомления по каждой обособке.
473744	Если последний день срока выпадает на выходной, то срок переносится на первый рабочий день. Пример заполнения уведомления о смене объекта налогообложения смотрите в рекомендации.
4827	Договор возмездного оказания услуг позволит не перечислять в бюджет НДФЛ и страховые взносы за самозанятого. Перед тем как подписывать договор, нужно запросить у самозанятого справку из приложения «Мой налог» о постановке на учет в качестве плательщика НПД. Если после каждого вознаграждения требовать от самозанятого чек на НПД, компании будет легче объяснить налоговой, почему она не платит НДФЛ и взносы.
418432	Сделки с самозанятым гражданином оформляйте с учетом общих требований ГК (п. 1 ст. 158, п. 1 ст. 161 ГК, п. 1 письма ФНС от 20.02.2019 № СД-4-3/2899). Договор с самозанятым может быть как в письменной форме, так и в виде оферты. Допустим также вариант в виде обмена электронными документами.
506539	Извещениеоб электронном запросе котировок должно содержать электронные документы (ч. 2 ст. 42 Закона №44-ФЗ): описание объекта закупки; обоснование НМЦК, требования к содержанию, составу заявки и инструкцию по ее заполнению,проект контракта.
440549	В плане счетов предусмотрено 11 забалансовых счетов. Дополнительные синтетические счета можно вводить только посогласованию сМинфином (Инструкцияк плану). Нопроцедура согласования неустановлена. При отсутствии внормативном документе побухучетуспособа ведения учетаорганизация может разработать самостоятельный изакрепить его вучетной политике (п.7.1ПБУ 1/2008). Это разъяснение касается использования дополнительных забалансовых счетов (письмо Минфина от12.11.2004 №07-05-14/296).
507099	Выдавать сведения отрудовой деятельности поформе СТД-Р надо невсем сотрудникам, атолько тем изних, кто отказался отбумажной трудовой книжки иподал заявление опредоставлении сведений отрудовой деятельности наосновании статьи66.1ТК. Сведения необходимо выдать вдвух случаях:при увольнении;впериод работы позаявлению работника.
478242	Входной НДС примите к вычету в течение трех лет с момента, когда отразили приобретенное имущество на счете 08 «Вложения во внеоборотные активы». Право на вычет НДС не зависит от того, на каком счете учли актив, главное – принять его к учету. Поэтому по имуществу, которое включите в состав основных средств только в будущем, вычет заявите в квартале, когда оприходовали его на счете 08, или в течение следующих трех лет.
507299	Увольнение по собственному желанию, которое связано с необходимостью переезда в другую местность, дает возможность сотруднику уволиться без двухнедельной отработки. Поэтому запись об увольнении в трудовую книжку внесите, например, с такой формулировкой: «Уволен по собственному желанию в связи с переездом в другую местность, пункт 3 части первой статьи 77 Трудового кодекса Российской Федерации» (ч. 3 ст. 80 ТК).
500724	Если цена сделки вдоговоре установлена вусловных единицах, топри расчетах возникают такиеже курсовые разницы, как ипри расчетах ввалюте. Подробнее оботражении расчетов ву. е. вбухучете ипоналогу наприбыль читайте врекомендациях.
498826	Пени за неуплату налога при УСН начислят, если уведомление о начисленных суммах или декларацию подали позже установленного срока. Пока ИФНС не получит сведения о начислениях авансовых платежей и налог при УСН не считают уплаченными, даже если на ЕНС положительное сальдо (подп. 1 п. 7 ст. 45, ст. 75 НК).
424705	ФНС направила контрольные соотношения для проверки бухгалтерской отчетности (письмо ФНС от31.07.2019 № БА-4-1/15052@). Поним налоговые инспекторы будут проверять сданную отчетность. Если отчеты непройдут контрольные соотношения, отчетность внесут вгосударственный информресурс (см. информацию насайте ФНС). Однако после этого организации направят уведомление скодом ошибки ипросьбой исправитьее. Чтобы непришлось исправлять отчетность, сверьтесь сэтими соотношениями.
490627	При поэтапной сдаче работ оформление отдельных справок покаждому этапу непредусмотрено. Стоимость выполненных работ сразбивкой поэтапам указывайте вобщей справке справочно. Вграфе 2ниже после наименования работ укажите наименование этапа, авграфах 4–6 – стоимость работ поданному этапу сначала строительства, сначала года ивтом числе заотчетный период. Данную информацию указывайте справочно.
500728	При полной предоплате курсовых разниц невозникает ниупродавца, ниупокупателя. Аванс учтите покурсу надату получения или перечисления денег ивдальнейшем непереоценивайте (п.9,11ПБУ 3/2006, п.6ПБУ 9/99, п.8ст.271, п. 10 ст. 272 НК).
504329	При составлении годовой бухгалтерской отчетности арендатор обязан по ФСБУ 25/2018 раскрыть информацию о праве пользования активом и обязательстве по аренде. Рекомендованной формы в законодательстве нет. Раскрыть информацию можно в табличной или текстовой форме на усмотрение компании. Смотрите ниже вариант представления такого раскрытия
445164	В бухучете расходы на заправку и ремонт картриджей признаются прочими. Затраты на заправкукартриджей можно учесть в расходах независимо от режима налогообложения: общий или упрощенный. А вот затраты на ремонт картриджей признаются только по налогу на прибыль. Налог при УСН они не уменьшают.
501762	Работодатель платит больничное пособие только за первые тридня болезни самого сотрудника в те же сроки, в которыеплатит зарплату.За оставшиеся дни пособие назначит и выплатит сотруднику СФР в течение 10 рабочих дней с момента, как получит необходимые сведения и документы для выплаты (ч. 1 ст. 14.1, ч. 1 ст. 15 Закона от 29.12.2006 № 255-ФЗ).
502214	Для однодневной командировки оформите приказ, после командировки получите отработника авансовый отчет орасходах. При поездках поРоссии суточные неплатите, апри поездках заграницу выплатите суточные 50процентов отнормы. Есть особенности налогового учета расходов. Врекомендации– как оформить документы, начислить НДФЛ, взносы иучесть расходы поналогу наприбыль инаупрощенке, какие проводки сделать вбухучете.
487060	О контролируемых сделках за 2022 год нужно уведомить ФНС с учетом выходных не позднее 22 мая 2023 года. В рекомендации – какие сделки нужно включать в уведомление за 2022 год. Подборка ответов на сложные вопросы, схемы и готовые образцы помогут сэкономить время и соблюсти нормы НК по трансферному ценообразованию.
503037	Включите непосредственно в текст трудового договора или дополнительного соглашения к трудовому договору фразу о том, что сотрудник ознакомлен с перечнем локальных документов. Такую фразу укажите до того, как сотрудник поставит окончательную подпись, которая подтверждает ознакомление с самим договором или соглашением к нему.
435737	Объекты могут удовлетворять критериямосновногосредства, но иметь стоимость ниже лимита. Их стоимость сразу списываютв расходы (п. 5 ФСБУ 6/2020). Таким образом, нужно проверить все объекты, числящиеся в учете на момент перехода, и списать в расходы те, чья первоначальная стоимость меньше нового лимита.Не имеет значения, в каком году поступили эти объекты: год, два, три года назад или более.
464129	Отозвать сотрудника из отпуска за свой счет нельзя, так как Трудовой кодекс не предоставляет такого права. Порядок отзыва из ежегодного оплачиваемого отпуска — в рекомендации.
426971	Ставки налога на прибыль зависят от вида доходов и от статуса организации. C 2021 года введены пониженные ставки для IT-компаний и резидентов Арктической зоны. Смотрите в отдельных справочниках ставки налога на 2021,2020, 2019, 2018годы. Подробнее о том, кто вправе применять пониженные ставки, читайте в рекомендации.
457589	Книгу учета доходов и расходов ведут предприниматели на ЕСХН (п. 8 ст. 346.5 НК). Организации на ЕСХН не обязаны вести книгу учета доходов и расходов, поскольку считают налоговую базу по данным бухучета.Книгу учета можно вести на бумаге или в электронном виде (п. 1.4 Порядка, утв. приказом Минфина от 11.12.2006 № 169н). Форма и порядок заполнения книги утверждены приказом Минфина от 11.12.2006 № 169н. Книгу учета в электронном виде нужно распечатать по окончании года.
411460	Если директор работает по трудовому договору, то его зарплату надо индексировать в общем порядке. Но сдиректором – единственным учредителем заключать трудовой договор законодательство не требует. Директор работает и получает зарплату на основании собственного решения.В этом случае руководитель самостоятельно принимает решение о своем вознаграждении, в том числе об индексации своего дохода. Если заработок такого директора не индексировать, ответственность работодателю не грозит.
486366	Законодательство предусматривает случаи, когда сотруднику необходимо выплачивать средний заработок. Их перечень приведен в таблице. В рекомендации –когда надо сохранять за сотрудником средний заработок и как его рассчитать.
434407	Стандартный вычет на ребенка предоставляйте до месяца, в котором доходы, полученные сотрудником с начала года, превысят 350000руб.Считайте только доходы резидентов, ккоторым применяют стандартный вычет. При этом доходы, частично освобожденные от НДФЛ, включайте в расчет предельной величины только в части, облагаемой налогом. Например, матпомощь свыше 4000руб. в год.
441224	Пояснения по налогу на прибыль составьте в произвольной форме. Как правило, инспекторы сравнивают данные декларации по налогу на прибыль с декларацией по НДС, бухгалтерской отчетностью, выписками по расчетным счетам и другими документами. Данные часто несопоставимы, и это обоснованно. Но безопаснее ответить на требование, чтобы избежать штрафа. Готовые формулировки для шаблонов ответов можно взять из образцов ниже.
512749	Форма: бланки формы 3-ТОРГ (ПМ) «Сведения обобороте розничной торговли малого предприятия» утверждены для отчетности за2021 год приказом Росстата от24.07.2020 №410. Сотчетности заI квартал 2022 года— новая форма, утвержденная приказом Росстата от30.07.2021 №458. Код поОКУД— 0614009.Сроки сдачи: ежеквартально. За2021 год— непозднее 15-го числа после отчетного периода, асотчетности заI квартал 2022 года идалее— с5-го по15-е число после отчетного периода.
423273	Уплата налога на имущество с неотделимых улучшений зависит от того, какое имущество арендует организация: движимое или недвижимое. По движимому – налог не уплачивается. С неотделимых улучшений недвижимостиплатит налог арендатордо выбытия этого основного средствав случае невозмещения затратарендодателем.В остальных случаяхплатит налог лизингодатель (арендодатель)независимо от учета объекта аренды и его улучшений (п. 3 ст. 378 НК, письмо Минфина от 01.04.2022 № 03-05-05-01/26950).
460769	Срок сдачи единой упрощенной декларации заполугодие 2022года: 20июля 2022года.Куда сдавать: вИФНС.Форма: неизменилась. Скачать бланк >>. Образцы заполнения для разных случаев можно скачать ниже.Кто сдает: организации иИП, укоторых втечение квартала небыло:объектов налогообложения потем налогам, плательщиком которых является организация илиИП;движения денежных средств нарасчетных счетах ивкассе.
478206	Шины подлежат обязательной утилизации после того, как утратят свои потребительские качества. При оприходовании шин в составе запасов или капвложений организация должна сформировать оценочное обязательство на их утилизацию. Исключение — несущественность расходов на утилизацию.
460607	22 процента – на обязательное пенсионное страхование; 2,9 процента – на обязательное социальное страхование; 5,1 процента – на обязательное медицинское страхование. Эти тарифы установлены для большинства страхователей, но для некоторых категорий действуют пониженные и дополнительные тарифы.
509075	Транспортный налог за большегрузы рассчитывайте в том же порядке, что и за другие автомобили. Суммы авансовых платежей, начисленного налога, а также плату за вред дорогам в систему «Платон» в полном объеме включайте в расходы по налогу на прибыль, единому налогу при упрощенке и ЕСХН. Такие правила действуют с 2019 года (ч. 4 ст. 2 Закона от 03.07.2016 № 249-ФЗ).
10136	Используйте этот шаблон, когда сдаете в арендуземельный участок с правом выкупа. Проследите, чтобы в договоре не изменили общее правило, по которому оплата считают совершенной с момента зачисления денег в банк арендодателя. Уточните, входят ли арендные платежи в выкупную стоимость земельного участка.
453463	При реализации товаров через комиссионера, поверенного или агента заказчик получает доход в виде выручки от реализации товаров (п. 1 ст. 346.15, п. 1 ст. 249 НК).Сумма выручки определяется как продажная стоимость товаров, указанная в отчете посредника:удержанное посредническое вознаграждение не вычитайте(п. 1 ст. 346.15, п. 1 ст. 248 НК).В доходы также включитеавансы, поступившие в счет предстоящей поставки товаров (п. 1 ст. 346.15, подп. 1 п. 1 ст. 251, п. 1 ст. 346.17 НК).
425766	Работник, которогоработодатель назначил ответственным заразработку положения о рассмотрении микротравм работников (п. 3 Рекомендаций).Это может быть специалист по охране труда или другой работник из числа руководителей или специалистов.
438982	Платежное поручение надивиденды оформите вобщем порядке. Особенность предусмотрена только при выплате дивидендов учредителю – физическому лицу: вполе 20«Назначение платежа» надо поставить код «1». Это связано стем, что дивиденды относят кдоходам, накоторые может обращаться взыскание. Очередность платежа укажите пятую. (подп. «и» п.2перечня, утв. постановлением Правительства от02.11.2021 №1908).Образцы платежек смотрите ниже.
466511	В спецпроекте – способы налоговой экономии, которые чаще всего используют напрактике компании и ИП, чтобы сэкономить настраховых взносах иНДФЛ, налоге по УСН и налоге наимущество исходя изкадастровой стоимости. Есть также универсальные меры безопасности, которые нужно соблюдать, чтобы снизить риски претензий на проверке.
492525	Плательщики страховых взносов, которые включены в реестр МСП, вправе применять пониженный тариф с1-го числа месяца, вкотором сведения внесены вреестр. Субъект МСП необязан уведомлять ИФНС, что онначал применять пониженный тариф страховых взносов (п.2.4ст.427НК).
10052	Эксперты Системы Главбух ответят на все ваши вопросы, если у вас есть оплаченный доступ. Получите:либо мгновенный ответ уонлайн-консультанта;либо подробныйписьменный ответв течение 24 часов.
506664	При продаже спецодеждыв общем случае признавайте доход. Ноесть варианты, если продаете спецодежду, числящуюся в запасахили стоимость которойпризнали расходом в текущем году.
504544	Размер минимальной зарплаты включает доплаты, надбавки, премии идругие выплаты, кроме выплат постатьям147, 151–154ТК.
451236	Актвзаимозачета составьте в произвольнойформе с соблюдением требований, предъявляемых к первичным учетным документам. В актеопишите обязательства, которые прекращаются зачетом. Также укажите дату, на которую проводитезачет. Если этого не сделать, моментом взаимного погашения обязательств будет день подписания акта сторонами (ст. 9 Закона от 06.12.2011 № 402-ФЗ, постановление ФАС Северо-Западного округа от 21.05.2007 № А05-12882/2006-25). Образцы ниже в рекомендации.
501501	Закон непредусматривает специальных требований коформлению выписки. Вкачестве наименования документа укажите: «Выписка изтабеля учета рабочего времени» – иследом приведите наименование, дату иномер документа.
493403	Федеральное казначейство проверит ваши сведения в течение трех рабочих дней, а сведения о приемке – в течение двух рабочих дней. Контролер примет решение, публиковать их в реестре или вернуть вам на доработку. Повторно направьте сведения в реестр, если получили протокол несоответствия. То есть при проверке Федеральное казначейство выявило ошибки. Срок – три рабочих дня после получения протокола (п. 19 Правил ведения реестра контрактов из постановления № 60).
